Enquêteur,Code,Numero questionnaire,Date,Heure,"Q26.01- Activités ou rencontres sociales (mariages, funérailles, fêtes, clubs)",Q26.02- Activités religieuses ou de lieux de culte,Q26.03- Activités familiales,Q26.04- A déjà eu connaissance de remarques discriminatoires ou de commérages à son sujet de la part de membres de sa famille,Q26.05- A déjà eu connaissance de remarques discriminatoires ou de commérages à son sujet de la part d’autres personnes (au-delà de sa famille),"Q26.06- A déjà été harcelé(e) verbalement (p. ex., cris, réprimandes ou autre forme de violence verbale)",Q26.07- A déjà été victime de chantage,"Q26.08- A déjà été harcelé(e) ou blessé(e) physiquement (p. ex., bousculade, coups ou autre forme de violence corporelle)",Q26.09- A déjà été victime de refus d’un emploi ou a déjà perdu une source de revenus ou un travail,"Q26.10- A été victime de changement de description de son poste ou la nature de son travail a-t-elle changé, ou vous a-t-on déjà refusé une promotion","Q26.11- Discrimination subi du /de la conjoint(e), du/des partenaire(s) ou de ses enfants",Q27.1- Refus de services de santé en raison de votre séropositivité,Q27.2- On vous a conseillé de ne pas avoir de relations sexuelles à cause de votre séropositivité,Q27.3- On a mal parlé de vous ou vous avez été victime de commérages à cause de votre séropositivité,Q27.4- Violence verbale en raison de votre séropositivité,Q27.5- Violence physique en raison de votre séropositivité,Q27.6- Éviter tout contact physique avec vous ou prendre des précautions supplémentaires,Q27.7- Parler de votre séropositivité à d'autres personnes sans votre consentement,"Q28- En dehors de votre centre de prise en charge VIH, révélez-vous habituellement que vous vivez avec le VIH ?",Q29.1- Refus de services de santé en raison de votre séropositivité,Q29.2- Refus de soins dentaires en raison de votre statut sérologique,Q29.3- Vous conseiller de ne pas avoir de relations sexuelles en raison de votre statut sérologique,Q29.4- Commentaires négatifs ou commérages en raison de votre statut sérologique,Q29.5- Violence verbale,Q29.6- Violence physique,Q29.7- Absence de contacts physiques avec vous ou précautions supplémentaires,Q29.8- Divulgation de votre statut sérologique à d’autres personnes sans votre consentement,Q30- Avez-vous été déjà vécu une expérience de stigmatisation ou de discrimination liée à votre statut ? (À remplir par l’enquêteur),Q31.1- Ma confiance en moi,Q31.2- Mon respect pour moi-même,Q31.3- Ma capacité de respecter les autres,Q31.4- Ma capacité de composer avec le stress,Q31.5- Ma capacité à trouver l’amour,Q31.6- La réalisation de mes objectifs personnels et/ou professionnels,Q31.7- Ma capacité de contribuer à ma communauté,"Q31.8- Ma capacité de pratiquer une religion/ ma foi, à ma façon",Q32.1- J’ai choisi de ne pas participer à des rencontres sociales,Q32.2- J’ai évité d'aller dans un centre de santé ou l'hôpital au moment où j'en avais besoin,Q32.3- J’ai choisi de ne pas postuler un ou des emploi(s),Q32.4- J’ai choisi de ne pas recourir à du soutien social,Q32.5- Je me suis isolé(e) de ma famille et/ou de mes amis,Q32.6- J’ai décidé de ne pas avoir de relations sexuelles,Q33.1- Il est difficile de parler aux gens de ma séropositivité,Q33.2- Avoir le VIH me donne l’impression d’être sale,Q33.3- Je me sens coupable d’avoir le VIH,Q33.4- J’ai honte d’avoir le VIH,Q33.5- Je me sens parfois inutile parce que j’ai le VIH,Q33.6- Je cache ma séropositivité aux gens
4749,12082025092758,7,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,1,1,1,1,1,0,2,0,0,0,1,1,1,1,1,1
4749,12082025085713,6,,,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,0,2,0,0,0,1,0,0,1,0,1
1344,11082025161446,4,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
3796,12082025093606,3,,,3,3,3,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2,0,0,0,0,0,1,0,0,0,0,0
8885,12082025104100,2,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1
0583,12082025112023,12,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,0,0,0,1,0,0,1,1,1,1,0,1
7219,12082025105725,34,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,4,4,4,4,0,0,0,0,0,0,1,1,1,1,0,1
7219,12082025101936,33,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,11082025215330,30,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,12082025112014,35,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
8885,12082025113234,3,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
7219,12082025122025,36,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,12082025141726,37,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,1,4,4,0,0,1,0,0,0,1,0,1,1,0,1
3796,12082025155905,4,,,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1
0583,12082025164251,13,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,0,0,2,0,0,0,1,1,1,0,0,1
7219,13082025162127,39,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,4,4,4,4,0,0,0,0,0,0,1,0,1,1,0,1
7219,13082025170709,40,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,13082025180028,42,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,13082025174425,41,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,2,0,0,0,0,0,0,0,0,0
2870,21082025164129,1,,,1,2,1,2,4,4,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,3,2,2,4,0,0,2,0,0,0,1,1,1,1,1,1
0583,14082025111050,14,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0
7219,14082025175043,43,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,14082025181135,44,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
6177,12082025114033,2,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,1,1,0,0,0,0,1
6177,11082025094850,1,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
3796,18082025092253,5,,,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,0,0,0,0,2,2,0,0,0,0,0,1
1344,18082025101457,5,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
0583,18082025130508,15,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,4,4,0,0,0,0,0,0,1,1,0,0,0,1
7219,18082025174341,45,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,0,0,0,0,0,1,1,0,1,1,0,1
7219,19082025194547,46,,,1,1,1,1,4,4,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,1,1,0,0,1,0,1
4642,28102025134714,4,,,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,4,4,3,4,4,4,0,0,0,0,0,1,1,0,0,0,0,1
4642,28102025134620,5,,,1,1,1,1,1,3,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,0,0,2,2,1,0,1,0,1,1,1,1
4931,20082025162717,7,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
7219,20082025182857,51,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,20082025093025,49,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,0,0,2,0,0,1,1,0,0,1,0,1
7219,19082025210351,47,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,4,4,4,0,0,0,0,0,0,1,1,0,1,0,1
7219,20082025175210,50,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,1,1,0,0,1,0,1
4799,21082025110251,5,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
0151,21082025093231,6,,,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,1,1,0,0,0,0,0
9181,21082025123948,4,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,0,2,2,0,0,1,0,0,0,0,1
9181,21082025125708,5,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,3,2,0,0,0,0,0,1,1,0,1,1,0,1
9181,21082025081608,3,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,2,0,0,0,0,1,0,1,0,0,0,0,1
9843,21082025104804,12,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0
5109,13082025115558,2,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,4,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1
5109,11082025161833,1,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,3,3,3,0,0,0,0,0,0,1,1,1,0,0,1
4749,22082025090408,8,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,0,0,2,0,0,1,0,0,0,0,1
4749,22082025092516,9,,,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,1,0,2,0,0,0,1,0,0,1,0,1
4412,22082025111017,3,,,1,1,1,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,1,0,1,0,1,1,1
4728,22082025121506,5,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,0,0,0,1,0,0,1,0,0,0,0,1
6177,22082025123045,3,,,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
6177,22082025144411,4,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,1,1,0,0,0,0,1
2543,02092025104748,3,,,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
7219,22082025153224,54,,,1,1,1,4,3,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,4,4,4,0,0,0,0,0,1,1,1,0,1,0,1
7219,21082025123036,53,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,1,4,4,0,1,0,0,0,1,1,0,0,1,0,1
2543,23082025130034,4,,,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1
3625,25082025113702,7,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1
3625,22082025131619,6,,,1,1,1,1,3,1,3,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
3625,25082025120018,8,,,1,1,1,1,1,1,1,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,4,2,2,2,0,1,0,0,0,1,1,1,1,1,1,1
9181,25082025122328,6,,,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,0,2,2,0,0,1,0,0,1,1,1
7219,25082025073417,55,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
2372,25082025182359,3,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
3243,26082025123557,6,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
0583,26082025173936,16,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,1,0,0,1
6177,27082025083940,5,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
3800,03112025115352,6,,,1,2,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,1,3,4,4,0,1,2,0,0,0,1,0,1,1,1,1
1344,27082025175651,9,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,0,0,1,0,0,1,0,1,0,0,1
7219,28082025121313,56,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
2441,28082025143958,10,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
2441,28082025160500,11,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,2,0,0,0,1,0,1,1,0,1
4412,29082025115538,4,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,0,1,1,1
0632,07102025171932,2,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,1,4,0,0,0,0,0,0,0,0,0,1,0,1
0632,07102025172013,1,,,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
0632,07102025172054,3,,,3,3,3,1,1,4,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,3,1,4,2,2,2,4,4,0,2,0,0,0,0,1,0,1,0,0,0
4642,03112025113956,6,,,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,2,0,2,1,0,0,1,0,1
0632,07102025171341,4,,,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,2,0,0,0,0,0,0,0,0,0
7219,01092025144807,58,,,1,1,1,4,1,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,0,0,0,0,0,1,1,0,0,1,0,1
7219,01092025160510,62,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,1
7219,01092025155204,60,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
7219,01092025152637,59,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,02092025104106,64,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,1,1,0,1,0,1
7219,01092025173927,63,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,29082025133928,57,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,03092025123501,65,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
4749,29082025092321,10,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,4,4,4,4,0,0,2,0,0,0,1,0,0,1,1,1
4749,29082025120135,11,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,0,2,2,0,0,1,0,0,1,0,1
4256,05092025114636,3,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,2,0,0,0,1,1,0,0,1,1
7219,08092025082359,66,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
4412,08092025182032,5,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
7219,09092025091058,68,,,2,2,2,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
7219,09092025214451,69,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,09092025222406,70,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,09092025224724,72,,,1,1,1,4,1,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
7219,10092025103906,73,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
0632,07102025171233,5,,,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,1,4,4,4,0,0,0,0,0,1,1,1,0,1,0,1
7219,15092025102853,74,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,15092025151349,76,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,16092025160952,80,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
7219,15092025124702,75,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0
7219,16092025154414,79,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
7219,16092025164349,81,,,1,1,1,4,1,4,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,4,4,4,0,0,0,0,0,1,1,0,0,1,0,1
7219,16092025171345,83,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,16092025170109,82,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0
7219,17092025122010,84,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,0,0,0,0,0,0,1,0,0,0,0,1
7219,17092025133739,85,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,17092025134608,86,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,17092025140308,87,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,1,1,0,0,1,0,1
9181,18092025093326,7,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,4,4,4,2,0,0,0,0,0,0,1,0,0,1,1,1
7219,20092025144438,88,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
7219,20092025170213,89,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
7219,20092025171528,90,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
7219,20092025174510,91,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,3,4,3,4,0,0,0,0,0,0,1,0,0,0,0,1
7219,20092025181708,92,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1
7219,20092025191404,93,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1
3796,18092025073809,7,,,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,1
